Gen;Time;Best Score;First Place Generation;Second Place Generation;Third Place Generation
30;177.42593026161194;776.4267599963988;629.8365785976857;565.8215624979493;503.13257387680187
31;183.61728525161743;776.4267599963988;712.5236463024879;549.9517752743574;547.5889642345788
32;189.86823654174805;776.4267599963988;615.0992637719717;607.2776672110629;540.7466375062435
33;196.3034598827362;776.4267599963988;765.5604858350254;633.6246672005634;624.371038987375
34;202.43891596794128;776.4267599963988;660.0953063310623;631.2260081770828;581.8622690289035
35;208.4704830646515;776.4267599963988;554.2048741451415;507.2397419601161;453.7341642565568
36;214.69422674179077;776.4267599963988;578.4433947110795;561.6801138056687;496.50326551303255
37;220.6615493297577;776.4267599963988;688.1035658320162;586.8479072609883;556.3378561848389
38;226.69084882736206;776.4267599963988;708.7308505265661;586.468384841915;509.09948056345075
39;232.3318531513214;776.4267599963988;661.2493113065253;607.5066742673522;579.6091211975811
40;238.03863501548767;776.4267599963988;667.237495979373;586.1019817336885;570.789312089899
41;243.59160041809082;776.4267599963988;712.4830371884597;671.1248369850385;566.6194315650082
42;249.45087361335754;776.4267599963988;624.0988124577274;523.7861679157188;488.9036475060164
43;255.0718867778778;776.4267599963988;665.9762792003905;610.2880593969356;535.8068031496156
44;260.62234902381897;776.4267599963988;650.3079111949306;649.241759464669;561.428169356261
45;266.2551746368408;776.4267599963988;541.3128491333875;441.1972904748274;408.9413271784775
46;272.41789984703064;776.4267599963988;649.6284017558024;589.4662569986965;577.0131044838216
47;278.9142436981201;799.9988318012091;799.9988318012091;584.1768351890547;547.6288979399474
48;285.4928569793701;799.9988318012091;744.3639905849074;614.9498629975803;588.1680348593982
49;291.50844979286194;799.9988318012091;557.2889056522778;556.2523917767609;493.29312980672637
50;297.74484872817993;799.9988318012091;618.0262145875635;586.3321655783236;586.253578849973
51;304.2422890663147;799.9988318012091;690.6337807656648;594.0067179633872;583.7177206658752
52;310.7343707084656;799.9988318012091;599.0567975265801;596.6664814819387;586.9611061240776
53;317.86237955093384;799.9988318012091;693.8311888269367;651.9746083483594;633.343466233225
54;324.71042037010193;799.9988318012091;768.6748107162064;705.5950961133927;662.2779257150123
55;331.1301248073578;799.9988318012091;659.3556315800054;606.9378973457465;594.8333909636053
56;336.99233984947205;799.9988318012091;644.4772670482943;582.4573308446124;569.9185882145883
57;343.7330141067505;799.9988318012091;760.324140783781;672.7941612232373;600.6046977144599
58;350.1412193775177;799.9988318012091;736.6471257614384;635.518810095759;612.6672187595444
59;356.1304190158844;799.9988318012091;645.949996365751;626.935425609764;552.3835958974385
60;361.7985224723816;799.9988318012091;719.4506004308129;642.0531951371158;530.5609691809682
61;368.0870907306671;799.9988318012091;678.6104967488038;580.6212531707414;560.7313635662281
62;374.2963318824768;835.428674411095;835.428674411095;582.9803645407566;582.8872040282275
63;379.8959324359894;835.428674411095;630.7552085001067;621.6222975018474;536.0525853734988
64;385.60997581481934;835.428674411095;726.0138950181438;711.4354117880962;635.5965849144851
